epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,976.526,2.18655,2.00038,1.42164,0.7827,0.17021,0.22517,0.14596,1.9765,2.07756,1.44055,0.0011288,0.0011288,0.0011288
24,1018.32,2.19251,2.01051,1.45242,0.90809,0.17021,0.23686,0.15015,1.94603,2.06477,1.46276,0.0010892,0.0010892,0.0010892
25,1060.02,2.12966,2.03357,1.49521,1,0.1692,0.25123,0.13418,2.08139,2.07778,1.53664,0.0010496,0.0010496,0.0010496
26,1101.78,2.17234,2.09628,1.42908,0.47303,0.19102,0.23657,0.13707,2.0549,2.00507,1.51626,0.00101,0.00101,0.00101
27,1143.32,2.10241,1.99779,1.47132,0.64854,0.21277,0.25995,0.14698,2.03587,1.97809,1.48991,0.0009704,0.0009704,0.0009704
28,1185.01,2.10247,1.96054,1.4711,0.75379,0.21277,0.27191,0.15666,1.96661,1.89137,1.47081,0.0009308,0.0009308,0.0009308
29,1226.78,2.14994,1.99954,1.44925,0.63905,0.22631,0.28368,0.16754,1.89559,1.87427,1.41393,0.0008912,0.0008912,0.0008912
30,1268.96,2.03266,1.95744,1.41602,0.83651,0.23404,0.30017,0.16069,1.91822,1.84962,1.40979,0.0008516,0.0008516,0.0008516
31,1311.67,2.08008,1.90318,1.39532,0.72186,0.2766,0.33682,0.17974,1.90921,1.77785,1.36925,0.000812,0.000812,0.000812
32,1353.03,2.01435,1.90974,1.35563,0.65642,0.25532,0.31545,0.17523,1.86494,1.75399,1.37863,0.0007724,0.0007724,0.0007724
33,1394.37,2.0256,1.9276,1.35872,0.66334,0.25532,0.32961,0.18032,1.86528,1.75434,1.36878,0.0007328,0.0007328,0.0007328
34,1437.45,2.0315,1.89126,1.34198,0.67457,0.2766,0.34185,0.18347,1.81398,1.70032,1.365,0.0006932,0.0006932,0.0006932
35,1479.4,2.07294,1.97747,1.39391,0.73941,0.25532,0.32572,0.18801,1.78196,1.72054,1.32029,0.0006536,0.0006536,0.0006536
36,1521.32,1.98912,1.7997,1.3645,0.65374,0.2766,0.33151,0.17732,1.79618,1.70029,1.33183,0.000614,0.000614,0.000614
37,1563.28,1.99091,1.85211,1.33901,0.67956,0.2766,0.33601,0.18647,1.73535,1.74279,1.31436,0.0005744,0.0005744,0.0005744
38,1605.27,1.88479,1.79567,1.31499,0.87897,0.2766,0.35322,0.21928,1.69119,1.74422,1.30672,0.0005348,0.0005348,0.0005348
39,1647.16,1.89123,1.69158,1.29199,0.83574,0.2766,0.35799,0.21659,1.65649,1.74321,1.30817,0.0004952,0.0004952,0.0004952
40,1689.13,1.8638,1.66885,1.32175,0.72323,0.25532,0.32875,0.20716,1.69661,1.73216,1.3146,0.0004556,0.0004556,0.0004556
41,1730.85,1.78309,1.71958,1.31865,0.66459,0.25532,0.32831,0.20648,1.72712,1.73215,1.32424,0.000416,0.000416,0.000416
42,1772.12,1.83802,1.76426,1.37306,0.64482,0.27061,0.34289,0.20752,1.69835,1.72245,1.31118,0.0003764,0.0003764,0.0003764
43,1813.45,1.80635,1.709,1.33771,0.6885,0.28237,0.35665,0.21135,1.65517,1.73569,1.30643,0.0003368,0.0003368,0.0003368
44,1855.02,1.83764,1.72689,1.34803,0.78742,0.2766,0.35646,0.21676,1.64095,1.75198,1.30786,0.0002972,0.0002972,0.0002972
45,1896.57,1.73751,1.67191,1.29901,0.696,0.29248,0.33768,0.19717,1.67888,1.73554,1.32512,0.0002576,0.0002576,0.0002576
46,1939.21,1.69777,1.64075,1.29387,0.76223,0.27302,0.34879,0.2069,1.68162,1.72556,1.31361,0.000218,0.000218,0.000218
47,1980.94,1.67453,1.64268,1.28534,0.76451,0.27631,0.35308,0.21139,1.67174,1.70154,1.3001,0.0001784,0.0001784,0.0001784
48,2027.75,1.70991,1.67818,1.30046,0.71255,0.25532,0.36124,0.22071,1.6599,1.68969,1.29314,0.0001388,0.0001388,0.0001388
49,2072.83,1.68378,1.60945,1.26415,0.69024,0.25532,0.36471,0.22683,1.64806,1.68495,1.28234,9.92e-05,9.92e-05,9.92e-05
50,2118.36,1.73159,1.66105,1.28613,0.68332,0.25532,0.36654,0.22782,1.64202,1.67579,1.27423,5.96e-05,5.96e-05,5.96e-05
