epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,825.817,2.3576,2.27204,1.36183,0.89337,0.08824,0.08741,0.04195,2.76967,2.75989,1.48655,0.0009308,0.0009308,0.0009308
29,852.114,2.6441,2.50007,1.41118,0.88772,0.08824,0.08763,0.04601,2.78011,2.74953,1.51242,0.0008912,0.0008912,0.0008912
30,878.037,2.35196,2.17351,1.2921,0.83809,0.08824,0.08767,0.04452,2.85844,2.76682,1.58062,0.0008516,0.0008516,0.0008516
31,905.619,2.53195,2.52536,1.32463,0.72981,0.08824,0.08819,0.04514,2.87255,2.76807,1.60022,0.000812,0.000812,0.000812
32,933.862,2.38044,2.3201,1.24199,0.58274,0.08824,0.08107,0.04361,2.71248,2.68452,1.57133,0.0007724,0.0007724,0.0007724
33,961.898,2.37372,2.40754,1.36332,0.57987,0.08824,0.07624,0.0396,2.63519,2.64632,1.54817,0.0007328,0.0007328,0.0007328
34,992.352,2.17034,2.21891,1.24441,0.57954,0.08824,0.06424,0.03974,2.58491,2.68512,1.51606,0.0006932,0.0006932,0.0006932
35,1021.92,2.41459,2.38422,1.28457,0.57923,0.08824,0.06417,0.03684,2.61623,2.75344,1.51365,0.0006536,0.0006536,0.0006536
36,1050.89,2.20786,2.11428,1.27414,0.57863,0.08824,0.07618,0.05743,2.44013,2.66192,1.47266,0.000614,0.000614,0.000614
37,1079.13,2.27186,2.15269,1.33529,0.57615,0.08824,0.07611,0.06232,2.3539,2.65844,1.43873,0.0005744,0.0005744,0.0005744
38,1108.65,2.37934,2.25628,1.32739,0.57475,0.08824,0.07602,0.06225,2.31751,2.58397,1.41714,0.0005348,0.0005348,0.0005348
39,1141.54,2.18639,1.97897,1.26925,0.57391,0.08824,0.07588,0.06349,2.31084,2.52004,1.39057,0.0004952,0.0004952,0.0004952
40,1170.39,2.10733,1.99702,1.26623,0.57387,0.08824,0.07566,0.05222,2.31309,2.3836,1.381,0.0004556,0.0004556,0.0004556
41,1198.92,2.29877,2.2616,1.28584,0.57326,0.08824,0.0756,0.05217,2.29493,2.34099,1.37762,0.000416,0.000416,0.000416
42,1227.81,2.41976,2.2348,1.46146,0.57297,0.08824,0.07563,0.05258,2.30318,2.36247,1.38428,0.0003764,0.0003764,0.0003764
43,1257.68,2.05204,1.99588,1.25854,0.57001,0.08824,0.07562,0.0526,2.32254,2.36573,1.39723,0.0003368,0.0003368,0.0003368
44,1287.66,2.07722,2.06768,1.29167,0.56669,0.08824,0.07566,0.05109,2.44638,2.39504,1.45732,0.0002972,0.0002972,0.0002972
45,1317.05,2.02066,2.08459,1.23963,0.56742,0.08824,0.07568,0.04792,2.51647,2.44635,1.47519,0.0002576,0.0002576,0.0002576
46,1348.58,1.99004,1.97282,1.16318,0.56856,0.08824,0.07566,0.04791,2.55855,2.45039,1.48534,0.000218,0.000218,0.000218
47,1377.57,2.03145,2.02767,1.24182,0.56836,0.08824,0.07561,0.04639,2.57324,2.43413,1.49088,0.0001784,0.0001784,0.0001784
48,1405.96,1.97301,2.03992,1.23231,0.56762,0.08824,0.07551,0.04415,2.54551,2.40359,1.48551,0.0001388,0.0001388,0.0001388
49,1434.54,1.98235,2.04793,1.21791,0.56782,0.08824,0.07548,0.04693,2.56163,2.45414,1.48376,9.92e-05,9.92e-05,9.92e-05
50,1462.68,1.9928,1.91489,1.16105,0.56762,0.08824,0.07546,0.04435,2.58286,2.50874,1.48465,5.96e-05,5.96e-05,5.96e-05
