epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.9636,3.53314,4.15213,3.32913,0.00142,0.38462,0.00221,0.00059,3.20901,4.44575,3.06017,0.00014,0.00014,0.00014
2,88.4673,2.82335,3.53768,2.5533,0.54058,0.46154,0.3627,0.16683,2.11047,2.56292,2.16572,0.00029406,0.00029406,0.00029406
3,128.013,2.13649,2.54536,2.13869,0.61103,0.53846,0.56699,0.25899,1.86906,2.59994,2.00489,0.000441784,0.000441784,0.000441784
4,167.669,1.97972,2.28511,1.92744,0.33641,0.61538,0.32641,0.16691,1.82978,2.58905,1.99391,0.000583172,0.000583172,0.000583172
5,207.166,1.90825,2.20505,1.85403,0.44063,0.53846,0.32421,0.13545,1.73668,2.4261,1.84522,0.000718224,0.000718224,0.000718224
6,247.967,1.8827,2.04026,1.76681,0.45402,0.61538,0.42728,0.19493,1.79593,2.09815,1.83585,0.00084694,0.00084694,0.00084694
7,287.878,1.87269,2.10362,1.74097,0.59182,0.61538,0.49927,0.23798,1.90433,2.04984,1.84676,0.00096932,0.00096932,0.00096932
8,328.585,1.80332,1.90318,1.65318,0.70539,0.61538,0.53006,0.29054,1.63223,1.83885,1.65704,0.00108536,0.00108536,0.00108536
9,368.434,1.81483,2.01883,1.77027,0.63174,0.61538,0.54822,0.26365,1.73646,1.87108,1.80874,0.00119507,0.00119507,0.00119507
10,407.757,1.72551,1.82604,1.60777,0.6153,0.61538,0.59119,0.27472,1.87651,1.87347,1.83342,0.00129844,0.00129844,0.00129844
11,446.841,1.64479,1.75324,1.64321,0.89528,0.53846,0.67442,0.41359,1.50898,1.67085,1.55825,0.00139548,0.00139548,0.00139548
12,486.332,1.58582,1.71434,1.56364,0.70959,0.76923,0.74917,0.45001,1.37837,1.48821,1.45039,0.00148618,0.00148618,0.00148618
13,526.28,1.52398,1.5954,1.51031,0.70942,0.7522,0.73729,0.46332,1.37468,1.41896,1.42116,0.0015248,0.0015248,0.0015248
14,566.264,1.48366,1.56494,1.47998,0.73115,0.83732,0.74823,0.43062,1.46457,1.40954,1.47305,0.0014852,0.0014852,0.0014852
15,606.144,1.47188,1.57976,1.50264,0.69772,0.76923,0.74931,0.45636,1.45372,1.30587,1.4404,0.0014456,0.0014456,0.0014456
16,645.187,1.55358,1.52258,1.53429,0.79992,0.69231,0.8135,0.56233,1.2371,1.13756,1.31858,0.001406,0.001406,0.001406
17,684.415,1.4693,1.58093,1.4849,0.93484,0.69231,0.8355,0.60727,1.21353,1.1443,1.31426,0.0013664,0.0013664,0.0013664
