epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.95628,3.72736,4.06805,3.10496,0,0,0,0,4.69885,2.81303,5.95835,2e-05,2e-05,2e-05
2,19.1459,3.68229,4.22588,2.81432,0,0,0,0,4.52496,2.78302,5.46696,5.9406e-05,5.9406e-05,5.9406e-05
3,26.8447,3.66956,3.42671,2.98765,0.83124,0.25,0.24627,0.02463,3.9771,2.56515,4.56606,9.802e-05,9.802e-05,9.802e-05
4,34.4719,3.50175,3.4317,2.87051,0.78471,0.25,0.24627,0.04925,3.51272,2.36503,3.70741,0.000135842,0.000135842,0.000135842
5,42.3611,3.30184,3.19712,2.69132,0.7549,0.25,0.24627,0.09851,2.92273,2.25258,2.83722,0.000172872,0.000172872,0.000172872
6,49.7425,3.06398,3.34608,2.43919,0.83741,0.25,0.24627,0.14776,2.68994,2.21489,2.49175,0.00020911,0.00020911,0.00020911
7,57.1488,3.01748,3.16421,2.22776,0.93477,0.25,0.24627,0.14776,2.46851,1.97369,2.2325,0.000244556,0.000244556,0.000244556
8,64.4677,3.23913,3.09755,2.45367,0.95582,0.25,0.24627,0.17239,2.05457,1.72726,1.8837,0.00027921,0.00027921,0.00027921
9,72.3438,3.00312,3.14911,2.1964,0.95808,0.25,0.24627,0.17239,1.88437,1.66327,1.70771,0.000313072,0.000313072,0.000313072
10,81.2478,2.67982,2.81147,2.05599,0.95783,0.25,0.24627,0.17239,1.74155,1.56975,1.57382,0.000346142,0.000346142,0.000346142
11,89.3474,2.58657,2.52556,1.98343,0.95858,0.25,0.24627,0.17239,1.66441,1.65134,1.41761,0.00037842,0.00037842,0.00037842
12,96.7952,2.52392,2.62545,1.85591,0.95846,0.25,0.24627,0.19701,1.61773,1.58748,1.3102,0.000409906,0.000409906,0.000409906
13,105.239,2.77716,2.74241,2.12358,0.95606,0.25,0.24627,0.19701,1.58578,1.40952,1.27461,0.0004406,0.0004406,0.0004406
14,113.501,2.42916,2.41811,1.91142,0.95728,0.25,0.24627,0.17239,1.96488,1.69869,1.46909,0.000470502,0.000470502,0.000470502
15,121.478,2.8965,3.02818,2.07242,0.9545,0.25,0.24627,0.12313,2.30047,1.76109,1.79747,0.000499612,0.000499612,0.000499612
16,129.416,2.25876,1.87481,1.7402,0.95303,0.25,0.24919,0.12343,2.51913,1.96973,2.03951,0.00052793,0.00052793,0.00052793
17,137.018,2.23016,2.15381,1.74033,0.94978,0.25,0.24884,0.14802,2.42874,1.84457,1.93598,0.000555456,0.000555456,0.000555456
18,144.915,2.63148,2.50063,1.91389,0.95724,0.25,0.24877,0.14801,2.30014,1.76326,1.80273,0.00058219,0.00058219,0.00058219
19,152.529,2.42445,2.40274,1.78339,0.95944,0.25,0.24627,0.12313,2.40623,1.8863,1.92981,0.000608132,0.000608132,0.000608132
20,160.451,2.18643,1.88141,1.73187,0.96128,0.25,0.24627,0.10068,2.57863,2.0087,2.11954,0.000633282,0.000633282,0.000633282
21,169.054,2.31031,2.20138,1.63461,0.96067,0.25,0.24627,0.08476,2.93242,2.25129,2.49433,0.00065764,0.00065764,0.00065764
22,177.121,2.23171,2.26738,1.63059,0.95914,0.25,0.24627,0.07859,3.04629,2.65953,2.63227,0.000681206,0.000681206,0.000681206
23,185.316,2.3091,2.26083,1.56716,0.95856,0.25,0.24627,0.07958,2.92317,2.64919,2.59742,0.00070398,0.00070398,0.00070398
24,193.256,2.39408,2.26035,1.71861,0.95617,0.25,0.24627,0.11101,2.45955,2.12957,2.24634,0.000725962,0.000725962,0.000725962
25,201.099,2.21999,2.04123,1.53574,0.95454,0.25,0.24627,0.14776,2.04501,2.21599,1.58454,0.000747152,0.000747152,0.000747152
26,208.887,2.44542,2.25661,1.73609,0.95353,0.25,0.24627,0.14776,1.8019,2.12183,1.36797,0.00076755,0.00076755,0.00076755
27,216.434,2.23684,2.28099,1.57023,0.95154,0.25,0.24627,0.14776,1.89722,2.16799,1.39159,0.000787156,0.000787156,0.000787156
28,224.11,2.2527,2.24404,1.64962,0.95154,0.25,0.24627,0.14776,1.89722,2.16799,1.39159,0.00080597,0.00080597,0.00080597
29,231.583,2.32102,2.23464,1.66947,0.95185,0.25,0.24627,0.14776,2.04667,2.22603,1.4713,0.000823992,0.000823992,0.000823992
30,239.443,2.03202,1.96141,1.6099,0.95547,0.25,0.24627,0.09917,2.14886,2.20661,1.66865,0.000841222,0.000841222,0.000841222
31,247.437,2.24129,2.31447,1.6633,0.95547,0.25,0.24627,0.09917,2.14886,2.20661,1.66865,0.00085766,0.00085766,0.00085766
32,255.019,1.94056,1.88617,1.45113,0.95841,0.25,0.24627,0.09851,2.1069,2.129,1.75309,0.000873306,0.000873306,0.000873306
33,262.92,2.10485,2.17526,1.51835,0.96254,0.25,0.24627,0.08217,2.54481,2.36069,2.11926,0.00088816,0.00088816,0.00088816
34,270.539,2.16709,2.08267,1.58682,0.96254,0.25,0.24627,0.08217,2.54481,2.36069,2.11926,0.000902222,0.000902222,0.000902222
35,278.024,2.43044,2.38983,1.86204,0.96312,0.25,0.24627,0.09851,2.62801,2.30013,2.14995,0.000915492,0.000915492,0.000915492
36,285.607,2.00185,1.81738,1.47365,0.95657,0.25,0.24627,0.12313,2.02115,2.03782,1.55749,0.00092797,0.00092797,0.00092797
37,293.213,2.11392,2.18484,1.65998,0.95657,0.25,0.24627,0.12313,2.02115,2.03782,1.55749,0.000939656,0.000939656,0.000939656
38,300.903,2.18323,2.13232,1.56261,0.93102,0.25,0.24627,0.14776,2.16113,1.81814,1.65143,0.00095055,0.00095055,0.00095055
39,309.142,2.08849,1.94287,1.46024,0.94414,0.25,0.24627,0.1068,2.54156,2.01965,2.01273,0.000960652,0.000960652,0.000960652
40,317.196,2.08702,1.88437,1.50184,0.94414,0.25,0.24627,0.1068,2.54156,2.01965,2.01273,0.000969962,0.000969962,0.000969962
41,325.599,1.9139,1.97648,1.47256,0.94337,0.25,0.24627,0.11088,2.80275,1.97554,2.12208,0.00097848,0.00097848,0.00097848
42,333.739,2.13945,2.20807,1.65336,0.93306,0.25,0.25547,0.1118,2.68738,1.80978,2.13765,0.000986206,0.000986206,0.000986206
43,341.866,1.89775,1.73656,1.46502,0.93306,0.25,0.25547,0.1118,2.68738,1.80978,2.13765,0.00099314,0.00099314,0.00099314
44,349.899,1.94714,1.78305,1.42845,0.94341,0.25,0.25781,0.11204,2.71538,1.72164,2.23266,0.000999282,0.000999282,0.000999282
45,358.012,2.10775,2.16184,1.48648,0.94341,0.25,0.25781,0.11204,2.71538,1.72164,2.23266,0.00100463,0.00100463,0.00100463
46,366.025,2.23448,2.19619,1.4536,0.95209,0.25,0.25986,0.10612,2.79007,1.65954,2.38757,0.00100919,0.00100919,0.00100919
47,374.373,1.98115,1.73687,1.49855,0.95209,0.25,0.25986,0.10612,2.79007,1.65954,2.38757,0.00101296,0.00101296,0.00101296
48,383.769,2.00433,1.84753,1.39526,0.95506,0.25,0.26099,0.10145,2.75484,1.66468,2.41233,0.00101593,0.00101593,0.00101593
49,392.166,2.38189,2.45629,1.86919,0.95506,0.25,0.26099,0.10145,2.75484,1.66468,2.41233,0.00101811,0.00101811,0.00101811
50,400.271,2.23424,2.40113,1.53532,0.9473,0.25,0.26283,0.12479,2.88373,1.84958,2.50371,0.0010195,0.0010195,0.0010195
51,408.947,2.28283,2.1159,1.64642,0.9473,0.25,0.26283,0.12479,2.88373,1.84958,2.50371,0.00101,0.00101,0.00101
52,416.485,2.20531,1.84888,1.49195,0.95151,0.25,0.26185,0.14932,2.60138,1.77296,2.16989,0.0009902,0.0009902,0.0009902
53,423.901,2.04101,1.91673,1.49781,0.95151,0.25,0.26185,0.14932,2.60138,1.77296,2.16989,0.0009704,0.0009704,0.0009704
54,431.488,2.18678,1.93509,1.55532,0.9607,0.25,0.26059,0.17382,2.11314,1.57495,1.79764,0.0009506,0.0009506,0.0009506
55,438.783,2.18664,2.15438,1.53043,0.9607,0.25,0.26059,0.17382,2.11314,1.57495,1.79764,0.0009308,0.0009308,0.0009308
