epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,85.9107,3.63184,4.34414,2.89847,0.08995,0.02679,0.01176,0.00239,3.82474,4.83812,2.86044,0.00028,0.00028,0.00028
2,165.839,3.35795,3.46414,2.33162,0.0846,0.02679,0.02573,0.01303,3.23199,4.85671,2.43436,0.000574258,0.000574258,0.000574258
3,240.781,3.00742,3.10095,2.07588,0.36324,0.08036,0.08204,0.03754,3.00942,3.90739,2.19194,0.000862576,0.000862576,0.000862576
4,319.612,2.92196,2.98759,2.0074,0.30935,0.09821,0.08323,0.02637,3.16408,3.47742,2.38351,0.00114495,0.00114495,0.00114495
5,393.435,2.82793,2.96805,1.92364,0.27546,0.11607,0.10748,0.02986,2.85301,3.25433,2.25733,0.00142139,0.00142139,0.00142139
6,466.401,2.82951,2.94707,1.88565,0.43967,0.14286,0.13623,0.06312,2.75305,2.93418,1.94158,0.00169189,0.00169189,0.00169189
7,540.195,2.85273,2.8474,1.8109,0.30371,0.11607,0.08497,0.03814,3.06973,3.0974,1.99652,0.0018812,0.0018812,0.0018812
8,613.789,2.76056,2.79867,1.78287,0.1625,0.04464,0.04241,0.02234,3.06212,3.33594,1.99651,0.0018614,0.0018614,0.0018614
9,690.951,2.75172,2.66655,1.74694,0.48178,0.12453,0.1192,0.05362,2.84792,2.91121,1.87533,0.0018416,0.0018416,0.0018416
10,765.306,2.61896,2.56981,1.69218,0.4484,0.13393,0.12316,0.04749,3.01223,3.16833,2.03022,0.0018218,0.0018218,0.0018218
11,836.55,2.70481,2.69519,1.74356,0.35613,0.125,0.1158,0.03421,2.96978,3.11291,2.23932,0.001802,0.001802,0.001802
12,907.706,2.58755,2.56731,1.71055,0.50354,0.125,0.13302,0.06687,2.88464,2.96313,2.10116,0.0017822,0.0017822,0.0017822
13,979.111,2.61335,2.58392,1.73452,0.54638,0.14286,0.14664,0.06305,2.87537,2.76913,2.15221,0.0017624,0.0017624,0.0017624
14,1050.41,2.54224,2.5667,1.70155,0.4702,0.13393,0.12867,0.05693,2.66036,2.73653,1.91707,0.0017426,0.0017426,0.0017426
15,1121.57,2.51138,2.48161,1.66097,0.48585,0.13393,0.1278,0.06237,2.56309,2.75207,1.86929,0.0017228,0.0017228,0.0017228
16,1193,2.52693,2.50048,1.6639,0.61163,0.13393,0.15487,0.08392,2.46538,2.56911,1.74331,0.001703,0.001703,0.001703
17,1264.36,2.51108,2.47894,1.62329,0.325,0.16071,0.13746,0.0607,2.60385,2.72663,1.92062,0.0016832,0.0016832,0.0016832
18,1336.51,2.58142,2.54663,1.71273,0.79825,0.15179,0.18272,0.1055,2.56654,2.55845,1.87738,0.0016634,0.0016634,0.0016634
19,1408.66,2.55145,2.42125,1.65525,0.50554,0.16071,0.17041,0.08424,2.48162,2.56111,1.73684,0.0016436,0.0016436,0.0016436
20,1480.57,2.4088,2.32793,1.59619,0.50603,0.1875,0.18575,0.11114,2.28045,2.3163,1.6378,0.0016238,0.0016238,0.0016238
21,1552.82,2.37366,2.31782,1.62736,0.57405,0.17857,0.19309,0.09325,2.34473,2.39986,1.69016,0.001604,0.001604,0.001604
22,1624.93,2.40978,2.40029,1.60899,0.42927,0.19643,0.20172,0.10722,2.3219,2.30195,1.64197,0.0015842,0.0015842,0.0015842
23,1697,2.32189,2.2766,1.54105,0.71296,0.1875,0.20109,0.10818,2.43887,2.33812,1.68629,0.0015644,0.0015644,0.0015644
24,1768.5,2.33856,2.25921,1.56655,0.69623,0.1875,0.19853,0.09179,2.57511,2.28016,1.73324,0.0015446,0.0015446,0.0015446
25,1840.02,2.31962,2.11525,1.5319,0.69945,0.18702,0.19845,0.10326,2.39507,2.27945,1.66758,0.0015248,0.0015248,0.0015248
26,1911.96,2.28632,2.14034,1.54821,0.54382,0.16964,0.18661,0.08398,2.53828,2.4279,1.75042,0.001505,0.001505,0.001505
27,1983.85,2.1504,2.0984,1.46047,0.7472,0.1848,0.19019,0.11174,2.38181,2.34976,1.70391,0.0014852,0.0014852,0.0014852
28,2055.36,2.24986,2.10908,1.4892,0.71628,0.1875,0.20747,0.12511,2.07649,2.23431,1.55892,0.0014654,0.0014654,0.0014654
29,2126.75,2.23524,2.17195,1.45869,0.7684,0.19643,0.21406,0.12216,2.17556,2.18764,1.5546,0.0014456,0.0014456,0.0014456
30,2198.82,2.25694,2.05482,1.45699,0.81962,0.1875,0.21484,0.11198,2.29884,2.20652,1.64465,0.0014258,0.0014258,0.0014258
31,2271.47,2.25635,2.01425,1.48534,0.52676,0.1875,0.18815,0.10233,2.39474,2.32464,1.67643,0.001406,0.001406,0.001406
32,2343.22,2.30941,2.13789,1.54168,0.60629,0.17857,0.1941,0.10267,2.36064,2.354,1.69629,0.0013862,0.0013862,0.0013862
33,2415.66,2.25611,2.13594,1.53005,0.85304,0.16964,0.20235,0.12339,2.30339,2.28508,1.64324,0.0013664,0.0013664,0.0013664
34,2487.95,2.23695,2.13348,1.47632,0.84206,0.17857,0.20989,0.12983,2.20948,2.2336,1.67975,0.0013466,0.0013466,0.0013466
