epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.4893,2.41226,1.66935,2.36061,0.75747,0.83388,0.80145,0.31551,2.31426,0.99147,2.62352,0.00014,0.00014,0.00014
2,80.3343,1.76144,1.2154,1.63679,0.9327,0.92448,0.91598,0.49342,1.72868,0.81472,1.80804,0.00029406,0.00029406,0.00029406
3,118.173,1.64839,1.05058,1.60882,0.82509,0.93333,0.93583,0.51677,1.67692,0.80678,1.83386,0.000441784,0.000441784,0.000441784
4,155.65,1.43146,1.03272,1.42636,0.73233,0.8,0.8637,0.61533,1.11985,0.91447,1.32056,0.000583172,0.000583172,0.000583172
5,192.748,1.29313,0.99138,1.31952,0.94645,1,0.995,0.66732,1.24415,0.82446,1.40675,0.000718224,0.000718224,0.000718224
6,234.017,1.18102,0.92003,1.29734,0.99784,1,0.995,0.68969,1.10755,0.65815,1.27712,0.00084694,0.00084694,0.00084694
7,275.703,1.1221,0.88566,1.23174,1,0.99409,0.995,0.72369,1.02659,0.61866,1.1843,0.00096932,0.00096932,0.00096932
8,317.501,1.14029,0.83925,1.21984,0.96762,0.93333,0.97786,0.73245,0.99418,0.6421,1.11254,0.00108536,0.00108536,0.00108536
9,358.623,1.06671,0.87807,1.22021,0.96314,0.93333,0.9725,0.72768,1.06581,0.75288,1.12334,0.00119507,0.00119507,0.00119507
10,402.055,1.04767,0.82224,1.16613,0.98835,0.93333,0.97591,0.77163,0.92772,0.71854,1.05156,0.00129844,0.00129844,0.00129844
11,443.772,0.97971,0.78338,1.18202,0.99723,1,0.995,0.83594,0.74572,0.52345,0.9623,0.00139548,0.00139548,0.00139548
12,485.334,1.02442,0.77711,1.17342,1,0.99463,0.995,0.84628,0.71704,0.54139,0.93041,0.00148618,0.00148618,0.00148618
13,526.826,0.97414,0.7403,1.13448,0.99226,0.93333,0.98,0.81415,0.75272,0.53118,0.9452,0.0015248,0.0015248,0.0015248
14,568.47,0.93132,0.71754,1.10985,0.99031,0.93333,0.985,0.79357,0.82949,0.51423,0.98792,0.0014852,0.0014852,0.0014852
15,611.614,0.92831,0.68434,1.10865,1,0.99791,0.995,0.81295,0.7786,0.49224,0.98827,0.0014456,0.0014456,0.0014456
16,654.19,0.95377,0.72143,1.14994,0.99554,1,0.995,0.82707,0.76612,0.46382,0.99126,0.001406,0.001406,0.001406
17,696.059,0.8663,0.63813,1.11452,0.99493,1,0.995,0.82235,0.78117,0.47911,1.01307,0.0013664,0.0013664,0.0013664
