epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.3688,3.72194,4.29206,2.27272,0.02037,0.06897,0.00259,0.00103,3.66966,4.06991,2.10516,8e-05,8e-05,8e-05
2,60.0457,3.49765,3.78165,2.14766,0.66286,0.03448,0.0371,0.01137,3.51257,3.51692,2.18299,0.000178218,0.000178218,0.000178218
3,87.1178,3.0636,2.64542,2.09999,0.10091,0.10345,0.04884,0.02165,3.08972,3.25546,1.9634,0.000274456,0.000274456,0.000274456
4,115.549,2.64888,2.55325,1.70898,0.10509,0.10345,0.02196,0.01032,2.80907,3.29797,1.71786,0.000368714,0.000368714,0.000368714
5,143.05,2.80548,2.7478,1.70596,0.10944,0.10345,0.02214,0.00741,3.1773,3.36561,1.77549,0.000460992,0.000460992,0.000460992
6,169.95,2.77909,2.54111,1.61173,0.06909,0.10345,0.02309,0.00698,3.17913,3.14264,1.68078,0.00055129,0.00055129,0.00055129
7,196.899,2.79154,2.66763,1.6558,0.13765,0.17241,0.04027,0.0214,2.53405,3.11645,1.51602,0.000639608,0.000639608,0.000639608
8,223.625,2.58965,2.441,1.51555,0.14761,0.10345,0.07445,0.0317,2.54639,2.92511,1.55699,0.000725946,0.000725946,0.000725946
9,250.801,2.37673,2.26171,1.50764,0.13306,0.10345,0.08489,0.03161,2.38896,2.96941,1.54298,0.000810304,0.000810304,0.000810304
10,277.379,2.48767,2.30104,1.47899,0.14122,0.17241,0.09318,0.03076,2.48652,2.89546,1.4762,0.000892682,0.000892682,0.000892682
11,304.582,2.5107,2.32425,1.4985,0.27119,0.10345,0.10595,0.04901,2.41338,2.60076,1.50669,0.00097308,0.00097308,0.00097308
12,331.537,2.42483,2.30072,1.47849,0.50665,0.13793,0.16382,0.07944,2.30787,2.3853,1.51455,0.0010515,0.0010515,0.0010515
13,357.978,2.28526,2.2351,1.46116,0.44478,0.13793,0.17474,0.0933,2.22854,2.40779,1.47885,0.00112794,0.00112794,0.00112794
14,385.617,2.18917,2.06783,1.43247,0.18224,0.19239,0.13275,0.06882,2.15674,2.52604,1.47591,0.00120239,0.00120239,0.00120239
15,412.165,2.25914,2.05341,1.49026,0.2151,0.20793,0.13971,0.06826,2.25876,2.73713,1.59977,0.00127487,0.00127487,0.00127487
16,438.935,2.13235,2.00669,1.44235,0.24927,0.24138,0.15164,0.08228,2.11921,2.57766,1.58276,0.00134537,0.00134537,0.00134537
17,465.789,2.08615,1.98842,1.37852,0.32867,0.27586,0.19542,0.07623,2.31107,2.32242,1.58884,0.00141389,0.00141389,0.00141389
18,492.608,2.03875,1.87648,1.33048,0.36959,0.24266,0.20418,0.06378,2.34425,2.28008,1.52589,0.00148043,0.00148043,0.00148043
19,519.293,2.03194,1.97391,1.41128,0.27698,0.27586,0.15393,0.06034,2.22384,2.30888,1.48776,0.00154498,0.00154498,0.00154498
