epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.6873,0.77989,99.7916,0.62552,0,0,0,0,0.65663,61.815,0.61841,8e-05,8e-05,8e-05
2,60.253,2.13872,47.5934,1.56289,0,0,0,0,1.61334,22.8926,1.28937,0.000178218,0.000178218,0.000178218
3,87.4599,1.99678,5.90654,1.16666,0,0,0,0,4.20975,10.0547,2.69088,0.000274456,0.000274456,0.000274456
4,115.42,3.58992,4.41558,1.87155,0,0,0,0,6.22903,6.74915,2.85993,0.000368714,0.000368714,0.000368714
5,143.993,4.84355,5.48213,2.10274,0,0,0,0,4.63688,4.75438,2.01271,0.000460992,0.000460992,0.000460992
6,170.532,4.06178,5.1013,1.73052,0,0,0,0,3.3886,4.27619,1.76824,0.00055129,0.00055129,0.00055129
7,199.896,4.07158,4.30698,1.7532,0.00115,0.33333,0.00079,0.00029,3.37736,4.81796,1.93898,0.000639608,0.000639608,0.000639608
8,229.374,3.7343,3.96218,1.56309,0.00176,0.33333,0.0014,0.00042,3.5926,4.16888,1.9214,0.000725946,0.000725946,0.000725946
9,259.091,4.11763,4.31071,1.5974,0.00288,0.22222,0.00284,0.00124,3.55136,3.82353,1.53753,0.000810304,0.000810304,0.000810304
10,289.16,3.8188,3.83451,1.4289,0.00271,0.44444,0.00459,0.00138,3.54246,3.46018,1.52417,0.000892682,0.000892682,0.000892682
11,315.122,3.71158,3.38283,1.5274,0.00292,0.55556,0.01474,0.00272,3.35937,3.41512,1.43403,0.00097308,0.00097308,0.00097308
12,343.328,3.61502,3.40928,1.34912,0.00371,0.44444,0.00945,0.00195,3.59258,3.22369,1.40401,0.0010515,0.0010515,0.0010515
13,371.059,3.36188,3.27557,1.42644,0.00376,0.33333,0.01348,0.00354,3.61879,3.06038,1.37943,0.00112794,0.00112794,0.00112794
14,398.796,3.70999,3.41329,1.31377,0.00334,0.22222,0.00546,0.00127,4.02414,3.07709,1.43673,0.00120239,0.00120239,0.00120239
15,425.295,3.29156,3.20292,1.25226,0.00621,0.44444,0.01071,0.00183,3.69266,2.87719,1.30528,0.00127487,0.00127487,0.00127487
16,451.808,3.69665,3.42177,1.23233,0.01121,0.55556,0.018,0.00417,2.98414,2.94402,1.16373,0.00134537,0.00134537,0.00134537
17,478.244,3.45118,3.50513,1.30585,0,0,0,0,2.6867,4.05565,1.15807,0.00141389,0.00141389,0.00141389
18,504.956,3.40951,3.30271,1.29386,0.03226,0.33333,0.02266,0.00485,2.83619,3.7577,1.15068,0.00148043,0.00148043,0.00148043
19,531.416,3.1982,3.1933,1.26443,0.01433,0.55556,0.02507,0.00685,3.11294,2.71238,1.2146,0.00154498,0.00154498,0.00154498
20,558.567,3.18817,3.4823,1.29748,0.00864,0.55556,0.01367,0.0044,3.11825,2.7567,1.23639,0.00160756,0.00160756,0.00160756
21,585.649,3.38341,3.49472,1.27514,0.01384,0.44444,0.01348,0.00347,3.24033,3.14126,1.26651,0.001604,0.001604,0.001604
22,613.229,3.02994,3.47527,1.26599,0.01293,0.33333,0.01179,0.00436,3.2098,3.27765,1.26136,0.0015842,0.0015842,0.0015842
