epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,619.054,3.11298,3.13752,1.29731,1,0.09937,0.10678,0.05359,2.80182,2.86897,1.22507,0.0011684,0.0011684,0.0011684
23,645.805,3.21917,3.2267,1.31833,0.6079,0.1,0.1027,0.05104,2.77589,2.8305,1.225,0.0011288,0.0011288,0.0011288
24,672.074,3.18004,3.30083,1.3159,0.44356,0.1,0.09652,0.04622,2.8622,2.89016,1.23394,0.0010892,0.0010892,0.0010892
25,698.685,3.15522,3.10385,1.33136,0.47432,0.1,0.097,0.05145,2.73911,2.73156,1.21248,0.0010496,0.0010496,0.0010496
26,725.397,3.1745,3.09932,1.23768,0.47927,0.1,0.09431,0.0536,2.72248,2.66,1.20905,0.00101,0.00101,0.00101
27,751.768,3.24381,3.08852,1.24003,0.4817,0.1,0.09625,0.05511,2.77657,2.64383,1.22606,0.0009704,0.0009704,0.0009704
28,778.646,3.03572,3.03741,1.2281,0.39943,0.1,0.10132,0.0496,2.87653,2.73535,1.25518,0.0009308,0.0009308,0.0009308
29,805.223,3.20313,3.15016,1.29104,0.48149,0.1,0.10185,0.04271,2.8873,2.72192,1.25042,0.0008912,0.0008912,0.0008912
30,832.267,3.32933,3.15292,1.21439,0.60353,0.1,0.10646,0.04288,2.87566,2.70557,1.24259,0.0008516,0.0008516,0.0008516
31,858.786,3.19099,3.40503,1.3351,0.86017,0.1,0.10889,0.04144,2.83739,2.72348,1.22954,0.000812,0.000812,0.000812
32,885.312,3.17836,3.12619,1.2433,0.89738,0.075,0.09515,0.04876,2.76577,2.62513,1.20683,0.0007724,0.0007724,0.0007724
33,911.751,3.21745,3.099,1.21995,0.91853,0.075,0.09273,0.05068,2.73438,2.64903,1.20964,0.0007328,0.0007328,0.0007328
34,938.511,3.09638,3.06404,1.21333,0.92513,0.075,0.08944,0.05614,2.74518,2.57939,1.22844,0.0006932,0.0006932,0.0006932
35,965.245,2.98977,2.94907,1.25583,0.9222,0.075,0.09599,0.06246,2.69942,2.54742,1.23603,0.0006536,0.0006536,0.0006536
36,991.549,2.88046,2.87678,1.1904,0.91041,0.075,0.0966,0.05427,2.6331,2.59384,1.22568,0.000614,0.000614,0.000614
37,1017.96,2.97597,2.95123,1.20394,0.90079,0.075,0.10012,0.05247,2.67828,2.62231,1.22668,0.0005744,0.0005744,0.0005744
38,1044.82,3.0301,2.94348,1.21413,0.89947,0.075,0.09827,0.04969,2.74053,2.59729,1.22809,0.0005348,0.0005348,0.0005348
39,1071.89,2.95546,2.9038,1.19106,0.90569,0.075,0.09853,0.04928,2.81729,2.56991,1.23937,0.0004952,0.0004952,0.0004952
40,1099.27,2.98584,2.93984,1.1769,0.22139,0.125,0.10244,0.04494,2.85405,2.53846,1.23251,0.0004556,0.0004556,0.0004556
41,1126.08,2.92878,2.96966,1.28889,0.1903,0.1,0.10101,0.04354,2.81158,2.52746,1.21929,0.000416,0.000416,0.000416
42,1152.56,2.85974,2.8597,1.21137,0.90509,0.1,0.11215,0.04736,2.76751,2.55787,1.20645,0.0003764,0.0003764,0.0003764
43,1179.39,2.79879,2.87669,1.19138,0.90648,0.1,0.11672,0.04834,2.73778,2.5833,1.20241,0.0003368,0.0003368,0.0003368
44,1206.51,2.81144,2.88669,1.27168,0.91429,0.1,0.11315,0.04906,2.73615,2.61838,1.20178,0.0002972,0.0002972,0.0002972
45,1232.94,2.80825,2.7521,1.18022,0.91479,0.1,0.11582,0.04667,2.73122,2.62477,1.19887,0.0002576,0.0002576,0.0002576
46,1259.37,2.84952,2.80546,1.18567,0.73621,0.1,0.11071,0.04522,2.72972,2.6264,1.19476,0.000218,0.000218,0.000218
47,1286.38,2.7143,2.70752,1.21846,0.737,0.1,0.1127,0.04878,2.72155,2.6343,1.19205,0.0001784,0.0001784,0.0001784
48,1313.11,2.73646,2.70917,1.17261,0.73074,0.1,0.11707,0.05025,2.69934,2.64846,1.19285,0.0001388,0.0001388,0.0001388
49,1339.65,2.68393,2.75053,1.20338,0.63745,0.1,0.11553,0.05138,2.66762,2.60983,1.1898,9.92e-05,9.92e-05,9.92e-05
50,1366.22,2.63509,2.65422,1.17655,0.64112,0.1,0.11554,0.057,2.64249,2.58123,1.18814,5.96e-05,5.96e-05,5.96e-05
